set,ms,type
es5,97.13,parseOnBackground
es5,128.927,callFunction
es5,377.339,duration
es5,0.751,compile
es5,64.618,run
es5,197.166,js
es5,7.528,gc
es5,5.456,parseOnBackground
es5,126.341,callFunction
es5,378.222,duration
es5,0.751,compile
es5,62.901,run
es5,285.51,js
es5,8.192,gc
es5,95.17,parseOnBackground
es5,126.688,callFunction
es5,371.488,duration
es5,0.57,compile
es5,62.155,run
es5,289.265,js
es5,7.906,gc
es5,97.415,parseOnBackground
es5,129.125,callFunction
es5,372.316,duration
es5,0.636,compile
es5,64.392,run
es5,301.328,js
es5,8.02,gc
es5,96.167,parseOnBackground
es5,140.133,callFunction
es5,391.507,duration
es5,0.961,compile
es5,63.164,run
es5,283.426,js
es5,7.797,gc
es5,96.008,parseOnBackground
es5,123.293,callFunction
es5,367.342,duration
es5,0.803,compile
es5,62.585,run
es5,195.336,js
es5,8.143,gc
es5,5.71,parseOnBackground
es5,126.238,callFunction
es5,369.515,duration
es5,1.187,compile
es5,60.736,run
es5,194.656,js
es5,7.907,gc
es5,5.394,parseOnBackground
es5,127.339,callFunction
es5,368.597,duration
es5,0.641,compile
es5,64.074,run
es5,194.853,js
es5,7.446,gc
es5,5.13,parseOnBackground
es5,125.008,callFunction
es5,368.929,duration
es5,0.761,compile
es5,62.056,run
es5,277.266,js
es5,9.646,gc
es5,94.696,parseOnBackground
es5,119.753,callFunction
es5,365.529,duration
es2017,0.943,compile
es2017,60.328,run
es2017,287.541,js
es2017,8.185,gc
es2017,94.62,parseOnBackground
es2017,131.65,callFunction
es2017,371.46,duration
es2017,0.993,compile
es2017,57.921,run
es2017,193.7,js
es2017,7.957,gc
es2017,4.312,parseOnBackground
es2017,130.474,callFunction
es2017,366.245,duration
es2017,1.189,compile
es2017,58.683,run
es2017,195.877,js
es2017,7.832,gc
es2017,4.453,parseOnBackground
es2017,131.552,callFunction
es2017,368.284,duration
es2017,0.947,compile
es2017,57.145,run
es2017,199.99,js
es2017,7.896,gc
es2017,5.191,parseOnBackground
es2017,136.707,callFunction
es2017,369.243,duration
es2017,0.768,compile
es2017,55.594,run
es2017,191.086,js
es2017,7.67,gc
es2017,4.454,parseOnBackground
es2017,130.27,callFunction
es2017,365.972,duration
es2017,1.183,compile
es2017,56.054,run
es2017,192.32,js
es2017,7.403,gc
es2017,4.765,parseOnBackground
es2017,130.318,callFunction
es2017,364.859,duration
es2017,0.968,compile
es2017,56.571,run
es2017,195.23,js
es2017,8.246,gc
es2017,4.575,parseOnBackground
es2017,133.116,callFunction
es2017,370.509,duration
es2017,0.801,compile
es2017,59.06,run
es2017,288.175,js
es2017,8.598,gc
es2017,92.635,parseOnBackground
es2017,135.679,callFunction
es2017,371.166,duration
es2017,0.756,compile
es2017,54.883,run
es2017,189.773,js
es2017,7.765,gc
es2017,4.081,parseOnBackground
es2017,130.053,callFunction
es2017,365.098,duration
es2017,0.778,compile
es2017,55.542,run
es2017,283.107,js
es2017,8.234,gc
es2017,91.208,parseOnBackground
es2017,135.579,callFunction
es2017,368.435,duration
es2017,1.263,compile
es2017,59.042,run
es2017,288.943,js
es2017,7.574,gc
es2017,95.066,parseOnBackground
es2017,133.572,callFunction
es2017,373.308,duration
es2017,0.756,compile
es2017,58.585,run
es2017,287.948,js
es2017,7.636,gc
es2017,96.357,parseOnBackground
es2017,132.25,callFunction
es2017,371.073,duration
es2017,0.918,compile
es2017,57.797,run
es2017,285.645,js
es2017,8.366,gc
es2017,93.294,parseOnBackground
es2017,133.636,callFunction
es2017,368.26,duration
es2017,0.961,compile
es2017,56.011,run
es2017,288.234,js
es2017,8.463,gc
es2017,98.647,parseOnBackground
es2017,132.615,callFunction
es2017,370.864,duration
es2017,0.982,compile
es2017,58.643,run
es2017,200.001,js
es2017,7.436,gc
es2017,4.217,parseOnBackground
es2017,136.159,callFunction
es2017,372.864,duration
es2017,0.821,compile
es2017,59.881,run
es2017,201.356,js
es2017,8.508,gc
es2017,4.729,parseOnBackground
es2017,135.925,callFunction
es2017,377.947,duration
es2017,1.035,compile
es2017,57.662,run
es2017,199.31,js
es2017,7.893,gc
es2017,4.468,parseOnBackground
es2017,136.145,callFunction
es2017,378.652,duration
es2017,0.966,compile
es2017,57.36,run
es2017,194.935,js
es2017,7.826,gc
es2017,4.736,parseOnBackground
es2017,131.873,callFunction
es2017,369.431,duration
es2017,0.619,compile
es2017,56.64,run
es2017,282.851,js
es2017,8.205,gc
es2017,94.613,parseOnBackground
es2017,130.979,callFunction
es2017,367.364,duration
es2017,0.825,compile
es2017,54.185,run
es2017,282.097,js
es2017,7.495,gc
es2017,96.464,parseOnBackground
es2017,130.623,callFunction
es2017,363.994,duration
es2017,0.958,compile
es2017,60.447,run
es2017,200.757,js
es2017,7.767,gc
es2017,5.069,parseOnBackground
es2017,134.283,callFunction
es2017,379.001,duration
es2017,1.014,compile
es2017,56.901,run
es2017,197.173,js
es2017,9.46,gc
es2017,4.701,parseOnBackground
es2017,134.557,callFunction
es2017,372.955,duration
es2017,1.055,compile
es2017,65.445,run
es2017,309.05,js
es2017,8.772,gc
es2017,99.435,parseOnBackground
es2017,143.115,callFunction
es2017,394.465,duration
es2017,0.605,compile
es2017,57.992,run
es2017,199.774,js
es2017,8.37,gc
es2017,4.414,parseOnBackground
es2017,136.763,callFunction
es2017,376.263,duration
es2017,1.002,compile
es2017,57.014,run
es2017,285.58,js
es2017,8.636,gc
es2017,93.398,parseOnBackground
es2017,134.166,callFunction
es2017,370.466,duration
es2017,0.996,compile
es2017,58.863,run
es2017,200.023,js
es2017,7.138,gc
es2017,4.487,parseOnBackground
es2017,135.677,callFunction
es2017,373.761,duration
es2017,0.978,compile
es2017,54.405,run
es2017,283.684,js
es2017,7.856,gc
es2017,94.189,parseOnBackground
es2017,134.112,callFunction
es2017,365.796,duration
es2017,0.928,compile
es2017,57.643,run
es2017,290.243,js
es2017,8.183,gc
es2017,94.096,parseOnBackground
es2017,137.576,callFunction
es2017,374.059,duration
es2017,0.583,compile
es2017,56.436,run
es2017,193.167,js
es2017,7.589,gc
es2017,4.517,parseOnBackground
es2017,131.631,callFunction
es2017,368.018,duration
es2017,0.82,compile
es2017,57.376,run
es2017,285.134,js
es2017,7.871,gc
es2017,92.557,parseOnBackground
es2017,134.381,callFunction
es2017,367.185,duration
es2017,0.954,compile
es2017,59.066,run
es2017,289.163,js
es2017,7.738,gc
es2017,97.838,parseOnBackground
es2017,131.305,callFunction
es2017,372.875,duration
es2017,0.99,compile
es2017,61.422,run
es2017,199.453,js
es2017,7.855,gc
es2017,4.31,parseOnBackground
es2017,132.731,callFunction
es2017,373.706,duration
es2017,0.963,compile
es2017,56.837,run
es2017,193.234,js
es2017,7.23,gc
es2017,5.026,parseOnBackground
es2017,130.408,callFunction
es2017,373.406,duration
es2017,0.952,compile
es2017,57.749,run
es2017,194.302,js
es2017,7.428,gc
es2017,4.67,parseOnBackground
es2017,130.931,callFunction
es2017,371.545,duration
es2017,1.007,compile
es2017,60.968,run
es2017,197.661,js
es2017,7.509,gc
es2017,4.494,parseOnBackground
es2017,131.192,callFunction
es2017,370.514,duration
es2017,1.017,compile
es2017,57.763,run
es2017,196.198,js
es2017,7.754,gc
es2017,4.352,parseOnBackground
es2017,133.066,callFunction
es2017,367.289,duration
es2017,1.353,compile
es2017,59.332,run
es2017,285.536,js
es2017,8.647,gc
es2017,94.644,parseOnBackground
es2017,130.207,callFunction
es2017,368.582,duration
es2017,0.778,compile
es2017,57.391,run
es2017,284.57,js
es2017,8.054,gc
es2017,96.068,parseOnBackground
es2017,130.333,callFunction
es2017,366.221,duration
es2017,0.777,compile
es2017,56.058,run
es2017,192.903,js
es2017,9.073,gc
es2017,4.368,parseOnBackground
es2017,131.7,callFunction
es2017,365.668,duration
es2017,1.004,compile
es2017,58.241,run
es2017,194.56,js
es2017,7.27,gc
es2017,4.151,parseOnBackground
es2017,131.164,callFunction
es2017,368.219,duration
es2017,1.126,compile
es2017,54.637,run
es2017,195.799,js
es2017,7.779,gc
es2017,4.732,parseOnBackground
es2017,135.304,callFunction
es2017,372.602,duration
es2017,1.012,compile
es2017,59.639,run
es2017,289.896,js
es2017,7.501,gc
es2017,95.003,parseOnBackground
es2017,134.242,callFunction
es2017,370.067,duration
es2017,1.019,compile
es2017,57.892,run
es2017,282.937,js
es2017,7.495,gc
es2017,93.929,parseOnBackground
es2017,130.097,callFunction
es2017,364.574,duration
es2017,0.786,compile
es2017,58.255,run
es2017,201.364,js
es2017,8.765,gc
es2017,4.116,parseOnBackground
es2017,138.207,callFunction
es2017,369.891,duration
es2017,0.621,compile
es2017,57.065,run
es2017,283.901,js
es2017,8.776,gc
es2017,93.385,parseOnBackground
es2017,132.83,callFunction
es2017,367.273,duration
es2017,0.576,compile
es2017,54.57,run
es2017,190.607,js
es2017,7.448,gc
es2017,4.066,parseOnBackground
es2017,131.395,callFunction
es2017,367.524,duration
es2017,1.128,compile
es2017,54.649,run
es2017,282.792,js
es2017,8.318,gc
es2017,94.501,parseOnBackground
es2017,132.514,callFunction
es2017,367.143,duration
es2017,1.1,compile
es2017,57.443,run
es2017,194.772,js
es2017,8.175,gc
es2017,4.238,parseOnBackground
es2017,131.991,callFunction
es2017,366.68,duration
es2017,0.767,compile
es2017,55.237,run
es2017,195.159,js
es2017,8.052,gc
es2017,4.688,parseOnBackground
es2017,134.467,callFunction
es2017,366.46,duration
es2017,0.762,compile
es2017,61.039,run
es2017,204.186,js
es2017,8.593,gc
es2017,4.829,parseOnBackground
es2017,137.556,callFunction
es2017,372.067,duration
